ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"46.227.37.1","elite","AS51155","PL","Telemedian - TB Telecom","40","Telemedian","1088","socks4","61","1","2023-04-12T22:09:30.618Z","100","1446","1451"
"203.76.103.117","elite","AS23688","BD","Link3 Technologies Limited","185","Corporate Subscriber","4145","socks4","58","1","2023-04-12T22:09:29.226Z","96","1389","1453"
"202.79.40.97","elite","AS17501","NP","WorldLink Communications","248","Wlink Static P2P Router","36953","socks4","79","1","2023-04-12T22:09:28.312Z","99","1441","1450"
"49.51.99.90","elite","AS132203","CA","OPHL","93","Tencent cloud computing (Beijing) Co., Ltd.","443","socks4","62","1","2023-04-12T22:09:27.183Z","24","340","1416"
"103.79.96.165","elite","AS64308","ID","PT IndoDev Niaga Internet","207","PT IndoDev Niaga Internet","4153","socks4","172","1","2023-04-12T22:09:26.545Z","100","1427","1430"
"124.67.67.17","elite","AS4837","CN","CNC Group CHINA169 Neimeng Province Network","257","N/A","5678","socks4","60","1","2023-04-12T22:09:26.691Z","99","1323","1334"
"117.54.236.1","elite","AS9340","ID","PT IndoInternet","191","N/A","443","socks4","61","1","2023-04-12T22:09:26.516Z","100","1411","1414"
"202.43.112.34","elite","AS45325","ID","PC24NET","187","N/A","4145","socks4","67","1","2023-04-12T22:09:24.579Z","98","1404","1440"
"61.9.34.146","anonymous","AS17970","PH","Sky Cable Corporation","204","Sky Cable Corporation","1337","http","61","436","2023-04-12T22:09:24.164Z","97","1293","1335"
"115.127.121.198","elite","AS24342","BD","BRACNet Limited","204","BRACNet Limited","5678","socks4","77","1","2023-04-12T22:09:23.950Z","97","1400","1438"
"103.251.221.101","elite","AS58972","IN","BHOMIKA","139","Bhomika","4145","socks4","57","1","2023-04-12T22:09:23.955Z","100","1430","1437"
"38.127.172.186","elite","AS174","US","Cogent Communications","78","Torlandia Trading SRL","55994","socks4","61","1","2023-04-12T22:09:23.031Z","100","1361","1363"
"103.105.40.13","elite","AS137143","IN","Minnal Digital Network Private Limited","159","Minnal Digital Network Private Limited","4145","socks4","79","1","2023-04-12T22:09:22.111Z","100","1436","1441"
"108.26.234.210","elite","AS701","US","Verizon Communications","95","MCI Communications Services, Inc. d/b/a Verizon Business","9050","socks5","68","1","2023-04-12T22:09:21.577Z","99","1422","1430"
"45.116.114.54","elite","AS58898","IN","Rainbow communications India Pvt Ltd","245","Rainbow Communications India Pvt Ltd","5678","socks4","175","1","2023-04-12T22:09:21.456Z","99","1431","1439"
"134.73.184.238","anonymous","AS46573","US","LayerHost","143","ELIDC","25283","https","61","311","2023-04-12T22:09:20.577Z","99","1429","1441"
"170.79.90.248","elite","AS262186","CO","TV AZTECA SUCURSAL COLOMBIA","158","TV AZTECA SUCURSAL COLOMBIA","8080","socks4","64","1","2023-04-12T22:09:20.365Z","99","1419","1437"
"113.140.74.26","elite","AS4134","CN","Chinanet","276","Chinanet SN","8000","socks4","65","1","2023-04-12T22:09:19.170Z","97","1385","1432"
"46.19.141.98","elite","AS51852","CH","Private Layer INC","19","Private Layer INC","9050","socks4","129","2","2023-04-12T22:09:19.585Z","100","1424","1426"
"51.79.156.38","elite","AS16276","SG","OVH SAS","154","OVH Singapore PTE. LTD","15190","socks5","144","1","2023-04-12T22:09:19.721Z","85","1239","1452"
"61.7.138.71","elite","AS131090","TH","CAT Telecom Public Company Limited","200","National Telecom Public Company Limited","4145","socks4","84","1","2023-04-12T22:09:19.761Z","80","1156","1438"
"202.129.52.173","elite","AS9931","TH","CAT Telecom Public Company Limited","167","CAT Northeast","4153","socks4","57","1","2023-04-12T22:09:19.137Z","95","1362","1431"
"113.161.210.60","elite","AS45899","VN","VietNam Post and Telecom Corporation","188","Vietnam Posts and Telecommunications Group","4153","socks4","88","1","2023-04-12T22:09:19.646Z","95","1273","1337"
"85.159.4.125","elite","AS3326","UA","DATAGROUP-RETAIL","48","N/A","5678","socks4","118","1","2023-04-12T22:09:19.618Z","95","1342","1419"
"198.27.68.108","elite","AS16276","CA","OVH SAS","93","OVH Hosting, Inc.","19934","socks5","99","1","2023-04-12T22:09:18.888Z","100","1349","1351"
"121.13.229.211","elite","AS4134","CN","Chinanet","309","Chinanet GD","61401","socks4","58","1","2023-04-12T22:09:18.017Z","94","1340","1433"
"184.178.172.13","elite","AS22773","US","Cox Communications Inc.","148","Cox Communications Inc.","15311","socks5","156","1","2023-04-12T22:09:17.106Z","100","1333","1336"
"80.28.111.248","elite","AS3352","ES","TDENET (Red de servicios IP)","34","N/A","4145","socks4","124","1","2023-04-12T22:09:17.139Z","100","1441","1447"
"91.244.69.154","elite","AS59593","UA","PE Season Service","48","PE Season Service","5678","socks4","79","1","2023-04-12T22:09:17.650Z","75","1006","1333"
"69.75.122.146","elite","AS20001","US","Spectrum","153","Days INN Ontario","39593","socks4","89","1","2023-04-12T22:09:17.140Z","95","1314","1376"
"104.200.20.136","elite","AS63949","US","Akamai Technologies, Inc.","114","Linode","35434","socks5","57","1","2023-04-12T22:09:17.096Z","100","1331","1331"
"80.85.98.110","elite","AS33874","MT","Epic Communications Limited","55","Epic Communications Ltd","5678","socks4","200","1","2023-04-12T22:09:17.095Z","100","1332","1336"
"186.251.255.225","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","225","Seanet Telecom Carazinho Eireli","31337","socks4","140","1","2023-04-12T22:09:17.107Z","100","1413","1418"
"95.217.222.213","elite","AS24940","FI","Hetzner Online GmbH","41","HETZNER-DC","6969","socks4","64","1","2023-04-12T22:09:17.706Z","83","1183","1430"
"58.35.206.18","elite","AS4812","CN","China Telecom (Group)","234","Chinanet SH","4145","socks4","103","1","2023-04-12T22:09:16.484Z","63","852","1357"
"34.64.4.65","elite","AS139070","SG","Google Asia Pacific Pte. Ltd.","248","Google LLC","80","socks5","80","1","2023-04-12T22:09:16.647Z","100","1328","1328"
"80.209.236.13","elite","AS212531","LT","UAB \"Interneto vizija\"","36","RACKRAY","55374","socks4","182","1","2023-04-12T22:09:16.069Z","100","1375","1378"
"185.206.80.209","elite","AS210021","IQ","DIL Technology Limited","76","Diltechnology","10801","socks4","59","1","2023-04-12T22:09:16.576Z","98","1334","1356"
"36.93.133.170","anonymous","AS7713","ID","Telekomunikasi Indonesia","210","HSI Indihome","8080","http","57","413","2023-04-12T22:09:16.275Z","98","1312","1337"
"149.202.76.10","elite","AS16276","FR","OVH SAS","5","OVH","55904","socks5","102","1","2023-04-12T22:09:16.195Z","66","881","1329"
"49.48.142.127","elite","AS45629","TH","Triple T Broadband Public Company Limited","156","Triple T Broadband Public Company Limited","8080","socks4","66","1","2023-04-12T22:09:16.327Z","97","1291","1332"
"200.77.186.181","elite","AS61444","CL","Enlaces Regionales de Chile S.A.","216","Enlaces Regionales de Chile S.A","4145","socks5","90","1","2023-04-12T22:09:16.072Z","99","1396","1409"
"103.83.36.1","elite","AS136171","US","Medha Hosting","117","Medhahosting in","5678","socks4","115","1","2023-04-12T22:09:15.346Z","100","1446","1447"
"114.116.96.118","elite","AS23724","CN","IDC, China Telecommunications Corporation","186","Huawei Public Cloud Service","2080","socks5","57","1","2023-04-12T22:09:15.586Z","97","1354","1389"
"185.237.10.250","elite","AS34636","IR","Laser Company Ltd","106","Laser Company Ltd","20213","socks5","63","1","2023-04-12T22:09:15.666Z","90","1256","1396"
"110.77.232.174","elite","AS131090","TH","CAT Telecom Public Company Limited","201","CAT BBviaOnnet","4145","socks4","101","1","2023-04-12T22:09:15.336Z","87","1158","1336"
"175.6.140.135","elite","AS63835","CN","No.293, Wanbao Avenue","272","Chinanet HN","38801","socks5","188","1","2023-04-12T22:09:15.363Z","93","1348","1447"
"173.249.30.165","anonymous","AS51167","DE","Contabo GmbH","16","Contabo GmbH","3128","http","111","38","2023-04-12T22:09:15.299Z","100","1332","1332"
"121.13.252.61","elite","AS4134","CN","Chinanet","285","Chinanet GD","61401","socks4","64","1","2023-04-12T22:09:15.477Z","88","1173","1332"
"101.43.156.158","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","222","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks4","221","1","2023-04-12T22:09:15.313Z","90","1270","1415"
"178.62.223.189","elite","AS14061","NL","DigitalOcean, LLC","11","Digital Ocean","34103","socks4","89","1","2023-04-12T22:09:14.490Z","100","1449","1451"
"66.42.60.190","elite","AS20473","SG","The Constant Company, LLC","156","Choopa, LLC","21358","socks5","474","1","2023-04-12T22:09:14.232Z","95","1333","1397"
"163.172.115.17","elite","AS12876","FR","Online S.A.S.","1","ONLINE","24474","socks4","102","1","2023-04-12T22:09:14.489Z","100","1445","1452"
"190.109.72.245","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","190","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","531","1","2023-04-12T22:09:14.400Z","99","1413","1424"
"89.237.33.113","elite","AS20485","RU","multi-origin SUTTK","66","N/A","51549","socks4","282","1","2023-04-12T22:09:14.466Z","100","1344","1349"
"114.242.116.56","elite","AS4808","CN","China Unicom Beijing Province Network","263","N/A","4145","socks4","157","1","2023-04-12T22:09:14.487Z","98","1317","1343"
"67.205.159.46","elite","AS14061","US","DigitalOcean, LLC","92","Digital Ocean","8459","socks4","88","1","2023-04-12T22:09:14.283Z","71","1012","1431"
"124.105.29.181","elite","AS9299","PH","Philippine Long Distance Telephone Co.","248","Philstocks Financial, Inc.","13629","socks4","412","1","2023-04-12T22:09:14.439Z","99","1405","1420"
"103.233.154.19","elite","AS17451","ID","BIZNET","185","N/A","4145","socks4","393","1","2023-04-12T22:09:14.606Z","100","1441","1448"
"186.251.255.149","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","225","Seanet Telecom Carazinho Eireli","31337","socks4","73","1","2023-04-12T22:09:14.488Z","99","1381","1388"
"45.124.25.237","elite","AS134196","HK","Cloudie Limited","228","Cloudie Limited","4145","socks4","248","1","2023-04-12T22:09:14.466Z","99","1434","1447"
"158.101.1.100","elite","AS31898","US","Oracle Corporation","180","Oracle Cloud Infrastructure (us-phoenix-1)","42171","socks5","142","1","2023-04-12T22:09:14.488Z","98","1320","1347"
"36.95.48.45","elite","AS7713","ID","PT. Telekomunikasi Indonesia","181","Telekomunikasi Indonesia","1080","socks4","452","1","2023-04-12T22:09:14.233Z","96","1393","1451"
"185.214.187.104","elite","AS48858","RU","JSC \"ER-Telecom Holding\"","119","JSC \"ER-Telecom Holding\"","1080","socks5","85","1","2023-04-12T22:09:14.918Z","100","1390","1392"
"190.104.213.175","elite","AS11014","AR","CPS","227","CPS","1080","socks4","578","1","2023-04-12T22:09:13.818Z","100","1445","1450"
"185.236.46.221","elite","AS50115","UA","TELECOMTRADE","49","N/A","5678","socks4","656","1","2023-04-12T22:09:13.813Z","83","1188","1433"
"184.178.172.5","elite","AS22773","US","Cox Communications Inc.","148","Cox Communications Inc.","15303","socks5","376","1","2023-04-12T22:09:13.372Z","100","1356","1358"
"195.225.48.177","elite","AS51357","UA","Kishchenko N.M. PE","42","Kishchenko N.M. PE","55774","socks4","627","1","2023-04-12T22:09:13.815Z","97","1296","1339"
"91.93.143.2","elite","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","63","Superonline Iletisim Hizmetleri","4153","socks4","496","1","2023-04-12T22:09:13.549Z","100","1446","1449"
"218.91.158.230","elite","AS4134","CN","Chinanet","284","N/A","7302","socks5","426","1","2023-04-12T22:09:13.039Z","97","1394","1436"
"139.5.133.132","elite","AS138024","BD","Net Plus Online","216","Geotel Bangladesh IT Ltd","4145","socks4","516","1","2023-04-12T22:09:13.827Z","98","1416","1451"
"103.113.3.236","elite","AS137342","ID","Diskominfo Tangerang Selatan","173","N/A","4145","socks4","423","1","2023-04-12T22:09:13.907Z","96","1304","1357"
"31.170.19.5","elite","AS42099","LV","DNET ITRisinajumi Ltd.","48","Sia Nano IT","4153","socks4","643","1","2023-04-12T22:09:13.815Z","100","1449","1450"
"173.195.27.144","elite","AS11976","US","Fidelity Communication International Inc.","115","Fidelity Communication International Inc.","10091","socks4","57","1","2023-04-12T22:09:13.578Z","100","1426","1426"
"89.144.35.215","elite","AS197549","DE","GHOSTnet GmbH","10","cloud-interactive.de","17086","socks5","437","1","2023-04-12T22:09:12.048Z","97","1287","1332"
"94.232.145.158","elite","AS39893","PL","Netsystem Tomasz Przybysz","37","Netsystem Tomasz Przybysz","5678","socks4","337","1","2023-04-12T22:09:12.530Z","22","308","1406"
"118.174.46.144","elite","AS131293","TH","TOT Public Company Limited","162","TOT Public Company Limited","45330","socks4","438","1","2023-04-12T22:09:12.438Z","95","1360","1429"
"179.107.52.126","elite","AS263284","BR","Topmega Internet e InformÔtica LTDA -ME","275","Topmega Internet e Informática LTDA -ME","4153","socks4","93","1","2023-04-12T22:09:12.970Z","79","1113","1411"
"185.207.205.134","elite","AS204196","NL","Abelohost BV","16","Abelohost","8001","socks4","450","1","2023-04-12T22:09:12.047Z","100","1430","1432"
"190.202.94.210","anonymous","AS8048","VE","CANTV Servicios, Venezuela","203","CANTV Servicios, Venezuela","8080","http","301","675","2023-04-12T22:09:12.861Z","99","1324","1332"
"172.67.187.242","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","362","1","2023-04-12T22:09:12.384Z","100","1452","1452"
"62.89.31.164","elite","AS49800","AM","GNC-Alfa CJSC","74","GNC","5678","socks4","67","1","2023-04-12T22:09:12.862Z","100","1421","1428"
"173.255.202.28","elite","AS63949","US","Akamai Technologies, Inc.","113","Linode","39319","socks5","53","1","2023-04-12T22:09:12.908Z","99","1323","1334"
"182.253.172.65","elite","AS17451","ID","Biznet Metronet","204","N/A","4153","socks4","84","1","2023-04-12T22:09:12.226Z","98","1298","1330"
"119.148.103.57","elite","AS18109","BD","Nasrin Sultana","187","N/A","4153","socks4","246","1","2023-04-12T22:09:12.932Z","98","1401","1428"
"175.101.18.25","elite","AS17754","IN","ExcellMedia Pvt Ltd","160","Excell Media Pvt Ltd","5678","socks4","125","1","2023-04-12T22:09:12.647Z","100","1444","1446"
"114.99.11.217","elite","AS4134","CN","Chinanet","316","Chinanet AH","8004","socks4","140","1","2023-04-12T22:09:11.694Z","61","867","1413"
"83.168.84.86","elite","AS31304","PL","ESPOL-FH","41","N/A","4153","socks4","650","1","2023-04-12T22:09:11.910Z","99","1439","1451"
"202.124.43.174","elite","AS9902","KH","NeocomISP Limited","200","NeocomISP Limited","4145","socks4","374","1","2023-04-12T22:09:11.282Z","99","1441","1450"
"91.93.143.14","elite","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","60","Superonline Iletisim Hizmetleri","4153","socks4","409","1","2023-04-12T22:09:11.510Z","100","1446","1448"
"77.241.20.215","elite","AS42277","RU","Limited liability company","61","JSC Kursktelecom","55915","socks4","85","1","2023-04-12T22:09:11.807Z","99","1442","1452"
"36.89.251.210","elite","AS7713","ID","PT. Telekomunikasi Indonesia","236","Telekomunikasi Indonesia","5678","socks4","116","1","2023-04-12T22:09:11.074Z","97","1393","1436"
"36.94.110.49","elite","AS7713","ID","PT. Telekomunikasi Indonesia","204","Telekomunikasi Indonesia","5678","socks4","256","1","2023-04-12T22:09:11.511Z","96","1337","1400"
"194.28.91.10","elite","AS50949","UA","Agronet public network","85","Agronet LLC","5678","socks4","637","1","2023-04-12T22:09:11.822Z","97","1364","1399"
"110.77.184.98","elite","AS131090","TH","CAT-BB","202","N/A","4145","socks4","202","1","2023-04-12T22:09:11.077Z","85","1212","1424"
"110.77.186.6","elite","AS131090","TH","CAT-BB","200","N/A","62225","socks5","126","1","2023-04-12T22:09:11.695Z","78","1058","1351"
"45.112.125.56","elite","AS58369","ID","FIBERNET","199","N/A","4145","socks4","53","1","2023-04-12T22:09:11.696Z","99","1355","1370"
"41.90.242.102","elite","AS33771","KE","Safaricom Limited","194","Safaricom Limited","5678","socks5","655","1","2023-04-12T22:09:11.824Z","97","1368","1412"
"118.173.230.149","elite","AS23969","TH","TOT Public Company Limited","161","TOT Public Company Limited","1080","socks4","955","1","2023-04-12T22:09:10.519Z","100","1447","1452"
"212.83.137.165","elite","AS12876","FR","Online S.A.S.","0","ONLINE","39187","socks5","280","1","2023-04-12T22:09:10.850Z","100","1372","1372"
"173.195.27.148","elite","AS11976","US","Fidelity Communication International Inc.","115","Fidelity Communication International Inc.","10091","socks4","971","1","2023-04-12T22:09:10.209Z","100","1428","1428"
"198.89.91.42","elite","AS21299","KZ","Kar-Tel LLC","107","Kar-Tel LLC","5678","socks4","689","1","2023-04-12T22:09:10.810Z","98","1415","1441"
"209.13.96.163","elite","AS10834","AR","Telefonica de Argentina","230","Telefonica de Argentina","39921","socks4","979","1","2023-04-12T22:09:10.518Z","94","1352","1435"
"183.89.113.160","elite","AS45629","TH","Triple T Broadband Public Company Limited","179","Triple T Broadband Public Company Limited","8080","socks5","586","1","2023-04-12T22:09:10.813Z","90","1215","1352"
"190.140.31.195","elite","AS18809","PA","Cable Onda","186","PARSA, S.A","9900","socks4","866","1","2023-04-12T22:09:10.026Z","98","1424","1451"
"192.12.113.225","elite","AS266144","BR","Rosana Ferreira da Silva Multimidia ME","177","Rosana Ferreira da Silva Multimidia ME","4145","socks4","261","1","2023-04-12T22:09:10.850Z","54","750","1392"
"202.53.174.17","elite","AS23923","BD","Agni Systems Ltd.","153","Agni 14","1080","socks4","401","1","2023-04-12T22:09:10.820Z","99","1380","1387"
"201.158.120.44","elite","AS264657","AR","Cibernek SRL","235","Cibernek SRL","45504","socks4","196","1","2023-04-12T22:09:10.427Z","99","1425","1439"
"46.98.196.243","elite","AS15377","UA","ISP \"Fregat\"","139","ISP \"Fregat\" Ltd.","5678","socks4","1008","1","2023-04-12T22:09:10.516Z","39","567","1451"
"197.245.155.96","elite","AS11845","ZA","Vox Telecom Ltd","187","Vox Telecom","8080","socks4","671","3","2023-04-12T22:09:10.812Z","94","1312","1391"
"109.73.180.61","elite","AS49924","IT","ECROM-MAIN","62","N/A","4145","socks4","87","1","2023-04-12T22:09:10.431Z","65","873","1334"
"131.0.87.225","elite","AS262420","BR","Cabonnet Internet Ltda","230","Cabonnet Internet Ltda","52017","socks4","219","1","2023-04-12T22:09:10.929Z","97","1402","1452"
"103.25.46.238","elite","AS58898","IN","Rainbow communications India Pvt Ltd","242","Rainbow communications India Pvt Ltd","4153","socks4","216","1","2023-04-12T22:09:10.851Z","100","1434","1439"
"223.155.121.75","elite","AS4134","CN","Chinanet","316","Chinanet HN","3128","socks4","573","1","2023-04-12T22:09:10.814Z","98","1401","1433"
"200.115.188.52","elite","AS52422","HN","Velco Globalnetwork","130","Velco Globalnetwork","8080","socks4","991","1","2023-04-12T22:09:10.517Z","99","1389","1407"
"27.123.1.34","elite","AS45706","ID","PT Tele Globe Global","164","N/A","4153","socks4","560","1","2023-04-12T22:09:10.815Z","100","1402","1408"
"186.248.87.172","elite","AS23106","BR","AMERICAN TOWER DO BRASIL-COMUNICAÇÂO MULTIMÍDIA LT","245","AMERICAN TOWER DO BRASIL-COMUNICAÇÂO MULTIMÍDIA LT","5678","socks4","830","1","2023-04-12T22:09:10.680Z","100","1445","1452"
"103.115.255.225","elite","AS137868","BD","Star Internet Service","203","Md. Murad Hossain Ripon","36331","socks4","328","1","2023-04-12T22:09:10.849Z","95","1373","1451"
"104.129.199.34","elite","AS22616","US","ZSCALER, INC.","139","Zscaler, Inc.","8800","socks4","91","1","2023-04-12T22:09:10.430Z","97","1372","1413"
"82.66.49.123","elite","AS12322","FR","Proxad / Free SAS","7","ProXad network / Free SA","80","socks5","885","1","2023-04-12T22:09:10.678Z","100","1341","1342"
"58.59.60.94","elite","AS4134","CN","Chinanet","270","Chinanet SD","10800","socks4","228","1","2023-04-12T22:09:09.505Z","98","1343","1375"
"41.79.149.161","elite","AS37403","ZA","Info-Gro (PTY) Ltd","177","Info-Gro (PTY) Ltd","5678","socks4","148","1","2023-04-12T22:09:09.738Z","99","1443","1453"
"177.222.60.138","elite","AS27882","BO","Telefónica Celular de Bolivia S.A.","187","Telefónica Celular de Bolivia S.A","5678","socks4","176","1","2023-04-12T22:09:09.352Z","99","1440","1451"
"103.251.83.61","elite","AS45804","IN","M.B. Corporation","162","M.B. Corporation","8080","socks5","611","1","2023-04-12T22:09:09.073Z","99","1366","1377"
"95.182.78.4","elite","AS50648","UA","PE UAinet","45","PE UAinet","5678","socks4","967","1","2023-04-12T22:09:09.643Z","99","1397","1418"
"45.233.3.1","elite","AS267303","BR","Centro Oeste Provedor","216","Centro Oeste Provedor","4153","socks4","214","1","2023-04-12T22:09:09.925Z","98","1413","1437"
"157.185.168.87","elite","AS54994","US","Quantil Networks Inc","85","Quantil Networks Inc","26589","socks5","91","1","2023-04-12T22:09:09.746Z","100","1328","1329"
"116.1.7.245","elite","AS4134","CN","Chinanet","322","Chinanet GX","3829","socks4","814","1","2023-04-12T22:09:09.351Z","91","1219","1335"
"106.3.142.85","elite","AS4808","CN","IDC, China Telecommunications Corporation","233","Beijing capitalonline data service co., LTD","4153","socks4","116","1","2023-04-12T22:09:09.798Z","98","1415","1451"
"88.135.42.241","elite","AS34636","IR","Laser Company Ltd","95","Laser Company Ltd","4153","socks4","181","2","2023-04-12T22:09:09.642Z","73","974","1332"
"211.201.161.125","elite","AS9318","KR","SK Broadband Co Ltd","254","broadNnet","1080","socks4","784","1","2023-04-12T22:09:09.074Z","100","1349","1352"
"134.0.63.134","elite","AS5576","AL","Agjencia Kombetare Shoqerise se Informacionit","58","Govnet Institutions Public Services","1723","socks4","387","1","2023-04-12T22:09:09.956Z","99","1324","1334"
"104.16.109.213","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc","80","socks4","168","2","2023-04-12T22:09:09.559Z","100","1345","1345"
"188.68.236.123","elite","AS197226","PL","Sprint S.A","40","Sprint S.A.","3128","socks5","297","1","2023-04-12T22:09:08.905Z","39","522","1334"
"89.171.116.65","elite","AS12741","PL","NETIA","30","N/A","65000","socks4","1007","1","2023-04-12T22:09:08.674Z","100","1451","1451"
"31.173.251.198","elite","AS50928","RU","MEGAFONSIB","95","OJSC Megafon","40547","socks4","258","1","2023-04-12T22:09:08.663Z","100","1434","1437"
"207.244.254.30","elite","AS40021","US","Contabo Inc.","99","Contabo Inc","32850","socks4","1022","1","2023-04-12T22:09:08.678Z","99","1389","1405"
"82.102.13.138","elite","AS20860","GB","Redstation Limited","9","Redstation Limited","8080","socks4","657","1","2023-04-12T22:09:08.824Z","100","1346","1349"
"14.161.17.4","elite","AS45899","VN","VNPT","167","Vietnam Posts and Telecommunications Group","4153","socks4","69","1","2023-04-12T22:09:08.739Z","99","1438","1451"
"95.216.201.74","elite","AS24940","FI","Hetzner Online GmbH","41","HETZNER-DC","1080","socks5","1038","1","2023-04-12T22:09:08.677Z","100","1373","1374"
"109.238.208.130","elite","AS48574","CZ","Planet A, a.s.","23","Planet A","4153","socks4","282","1","2023-04-12T22:09:08.507Z","99","1441","1449"
"122.249.236.152","elite","AS4685","JP","ASAHI Net, Inc.","244","ASAHI","8080","socks4","328","1","2023-04-12T22:09:08.508Z","100","1395","1402"
"161.97.181.31","elite","AS51167","DE","Contabo GmbH","13","Contabo GmbH","43231","socks5","987","1","2023-04-12T22:09:08.519Z","93","1304","1397"
"195.154.43.221","elite","AS12876","FR","Online S.A.S.","1","ONLINE","32485","socks5","119","1","2023-04-12T22:09:08.200Z","99","1360","1374"
"67.206.232.81","anonymous","AS11992","PR","AT&T Mobility Puerto Rico","138","AT&T Mobility Puerto Rico","999","http","957","468","2023-04-12T22:09:08.825Z","100","1326","1328"
"116.212.142.231","elite","AS38235","KH","Angkor Data Communication","206","Mekongnet","33427","socks5","200","1","2023-04-12T22:09:07.043Z","98","1421","1451"
"45.231.223.250","anonymous","AS28424","MX","Distrokom S De RL De CV","146","Distrokom S De RL De CV","999","http","717","406","2023-04-12T22:09:07.038Z","99","1332","1348"
"49.48.34.223","elite","AS45629","TH","Triple T Broadband Public Company Limited","175","Triple T Broadband Public Company Limited","4145","socks4","222","1","2023-04-12T22:09:07.905Z","95","1377","1450"
"62.33.235.46","elite","AS20485","RU","Joint Stock Company TransTeleCom","53","DataLine","4153","socks4","524","1","2023-04-12T22:09:07.574Z","59","855","1448"
"103.205.128.81","elite","AS134850","IN","WAY 2 INTERNET PRIVATE LIMITED","115","WAY 2 Internet Private Limited","4145","socks4","375","1","2023-04-12T22:09:07.283Z","99","1326","1336"
"103.70.159.155","elite","AS133720","IN","speednet","119","N/A","5678","socks4","203","1","2023-04-12T22:09:07.906Z","99","1398","1406"
"43.153.81.60","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","151","Tencent Cloud Computing","443","socks4","68","1","2023-04-12T22:09:07.044Z","70","983","1409"
"171.97.107.187","elite","AS17552","TH","True Internet Corporation CO. Ltd.","194","Truenet Hisp","4145","socks4","217","1","2023-04-12T22:09:07.043Z","54","755","1389"
"45.112.125.60","elite","AS58369","ID","FIBERNET","160","N/A","4145","socks4","85","1","2023-04-12T22:09:07.907Z","99","1441","1451"
"197.250.15.58","elite","AS36908","TZ","Vodacom Tanzania Ltd","151","Vodacom Tanzania Ltd","3043","socks4","238","1","2023-04-12T22:09:07.906Z","99","1434","1452"
"187.95.80.141","elite","AS262696","BR","Turbonet Telecomunicações","192","Turbonet Telecomunicações","3629","socks4","508","1","2023-04-12T22:09:07.574Z","99","1431","1441"
"197.234.13.61","elite","AS36902","SC","Intelvision","170","Intelvision Ltd","4145","socks4","494","1","2023-04-12T22:09:07.904Z","100","1345","1351"
"185.66.59.207","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","26","Svint","42647","socks4","256","1","2023-04-12T22:09:07.905Z","100","1404","1405"
"50.236.148.246","elite","AS7922","US","Comcast Cable Communications, LLC","103","Comcast Cable Communications, LLC","31699","socks4","294","1","2023-04-12T22:09:07.042Z","100","1389","1392"
"202.124.43.254","elite","AS9902","KH","NeocomISP Limited","191","NeocomISP Limited","4145","socks4","192","1","2023-04-12T22:09:07.906Z","99","1374","1383"
"199.188.93.214","elite","AS64200","US","Vivid-hosting LLC","140","Vivid-hosting LLC","9000","socks5","159","1","2023-04-12T22:09:07.044Z","100","1448","1451"
"80.191.169.81","elite","AS58224","IR","Information Technology Company","120","Azad University of Anar","4145","socks4","360","1","2023-04-12T22:09:07.904Z","88","1267","1448"
"36.255.84.5","anonymous","AS132559","IN","Gatik Business Solutions","153","Gatik Business Solutions","83","http","390","368","2023-04-12T22:09:07.284Z","99","1410","1419"
"113.86.204.187","elite","AS4134","CN","Chinanet","314","Chinanet GD","44844","socks5","53","1","2023-04-12T22:09:06.120Z","71","1028","1451"
"217.115.115.252","elite","AS30900","IE","Sternforth Ltd. trading as WebWorld","25","Webworld","56792","socks5","246","1","2023-04-12T22:09:06.658Z","91","1317","1452"
"103.23.101.30","elite","AS58400","ID","Universitas Negeri Semarang, y","181","UNNES","4145","socks4","69","1","2023-04-12T22:09:06.264Z","100","1411","1414"
"165.22.58.191","elite","AS14061","SG","DigitalOcean, LLC","175","DigitalOcean, LLC","42311","socks5","116","1","2023-04-12T22:09:06.265Z","93","1348","1451"
"88.99.191.147","elite","AS24940","DE","Hetzner Online GmbH","14","Hetzner","9050","socks4","839","1","2023-04-12T22:09:06.611Z","100","1439","1439"
"80.73.87.202","elite","AS21487","RU","Sakhatelecom","149","N/A","4153","socks4","808","1","2023-04-12T22:09:06.611Z","98","1428","1451"
"103.132.0.161","elite","AS138276","IN","Typhoon Communication Pvt. Ltd","189","Typhoon Communication Pvt Ltd","5678","socks4","1353","1","2023-04-12T22:09:06.608Z","46","665","1451"
